,nome-geografico,match,name,nome-vide,vide_type,lookup,faculdade,nome-pai,uc-entrada,match_error,match_obs
179467,Chaves,,Jerónimo Gonçalves,Mousão,add,Jerónimo Gonçalves Mousão,Cânones,Gonçalo Gonçalves,1642-11-14,False,
278030,Parada,,Jerónimo Jacinto Cardoso,Pereira Cardoso,repap,Jerónimo Jacinto Pereira Cardoso,,,0000-00-00,False,
278030,Viseu,,Jerónimo Jacinto Cardoso,Pereira Cardoso,repap,Jerónimo Jacinto Pereira Cardoso,,,0000-00-00,False,
284679,São Martinho de Salreu,,Jerónimo José Bandeira Magalhães,Bandeira,cut,Jerónimo José Bandeira,,,0000-00-00,False,
245468,Lousã,,Jerónimo José de Macêdo Magalhães Mexia,Jerónimo de Magalhães Mexia,rep,Jerónimo de Magalhães Mexia,,,0000-00-00,False,
283840,Arouca,,Jerónimo José Pereira Lopes,Godinho,add,Jerónimo José Pereira Lopes Godinho,Cânones,André Pereira Lopes Godinho,0000-00-00,False,
292785,Canavezes,,Jerónimo José Pessanha,Jerónimo Moreira Pessanha,rep,Jerónimo Moreira Pessanha,,,0000-00-00,False,
265939,Vila Real,,Jerónimo José Pinto de Azevedo,Jerónimo Pinto de Azevedo,rep,Jerónimo Pinto de Azevedo,,,0000-00-00,False,
226919,Montemor-o-Velho,,Jerónimo José do Vale e Silva,Vale,cut,Jerónimo José do Vale,,,0000-00-00,False,
226921,Viseu,,Jerónimo José do Vale e Silva,Vale,cut,Jerónimo José do Vale,,,0000-00-00,False,
247227,,,Jerónimo Lopes,Moura,add,Jerónimo Lopes Moura,,,0000-00-00,False,
209939,São Cosme,,Jerónimo Luís da Cunha e Castro Vasconcelos,Castro,cut,Jerónimo Luís da Cunha e Castro,,,0000-00-00,False,
209804,São Cosme,,Jerónimo Luís da Cunha,Castro,add,Jerónimo Luís da Cunha Castro,,,0000-00-00,False,
168925,Évora,,Jerónimo Valente Neto,Jerónimo Luís Neto,rep,Jerónimo Luís Neto,Cânones,,0000-00-00,False,
226929,Ferradosa,,Jerónimo de Madureira e Silva,Madureira,cut,Jerónimo de Madureira,,,0000-00-00,False,
245474,Lousã,,Jerónimo de Magalhães Mexia,jerónimo josé de Macêdo Magalhães Mexia,repap,Jerónimo de jerónimo josé de Macêdo Magalhães Mexia,Cânones,,1756-10-01,False,
250165,Alcains,,Jerónimo Martins Prata,Martins,cut,Jerónimo Martins,,,0000-00-00,False,
171050,Barcelona,,Jerónimo Masnovell,,novid,Jerónimo Masnovell,Cânones,,0000-00-00,False,
171050,Barcelona,,Jerónimo Masnovell,,novid,Jerónimo Masnovell,Medicina,,0000-00-00,False,
207568,Ilha Terceira,,Jerónimo Mendes,Vasconcelos,add,Jerónimo Mendes Vasconcelos,Cânones,Martim Mendes,0000-00-00,False,
155391,Estremoz,,Jerónimo Moreira de Carvalho,Moreira,cut,Jerónimo Moreira,,Francisco Carvalho,0000-00-00,False,
168922,Granja,,Jerónimo Neto,Lobo,add,Jerónimo Neto Lobo,Cânones,,0000-00-00,False,
188492,Arcos de Valdevez,,Jerónimo Pereira de Brito,Pereira,cut,Jerónimo Pereira,Cânones,,0000-00-00,False,
235377,Baía,,Jerónimo Pereira,Cruz,add,Jerónimo Pereira Cruz,,Jo,0000-00-00,False,
235377,Brasil,,Jerónimo Pereira,Cruz,add,Jerónimo Pereira Cruz,,Jo,0000-00-00,False,
181381,Braga,,Jerónimo Rebelo de Macedo,Rebelo,cut,Jerónimo Rebelo,,Inácio de Macedo,0000-00-00,False,
135332,,,Jerónimo Rebelo,frei Jerónimo,add,Jerónimo Rebelo frei Jerónimo,Teologia,,1626-05-13,False,
163228,Porto,,Jerónimo Ribeiro,de Avidos,add,Jerónimo Ribeiro de Avidos,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
232277,Coimbra,,Jerónimo Ribeiro Soares,Ribeiro,cut,Jerónimo Ribeiro,,Luís Ribeiro,0000-00-00,False,
319643,Portalegre,,Jerónimo Rodrigues,Abegão,add,Jerónimo Rodrigues Abegão,Cânones,Jerónimo Rodrigues Abegão,0000-00-00,False,
206094,Lamego,,Jerónimo Rodrigues,Vieira,add,Jerónimo Rodrigues Vieira,Cânones,,0000-00-00,False,
226941,Guarda,,Jerónimo Rogado do Carvalhal e Silva,Rogado,cut,Jerónimo Rogado,Cânones,,0000-00-00,False,
164745,Espinhal,,Jerónimo Soares Freire,Carvalho,add,Jerónimo Soares Freire Carvalho,Cânones,,1702-11-07,False,
221954,Canavezes,,Jerónimo Teixeira de Seixas,Teixeira,cut,Jerónimo Teixeira,Medicina,Jerónimo Teixeira,0000-00-00,False,
200578,Canavezes,,Jerónimo Teixeira,Sousa,add,Jerónimo Teixeira Sousa,Medicina,Jerónimo Teixeira,1644-10-17,False,
148478,Almalaguês,,Joaqim Correia de Ascenção,Correia,cut,Joaqim Correia,,,0000-00-00,False,
284676,,,Joaquim Aguiar Sá Romeu Magalhães,Sa,add,Joaquim Aguiar Sá Romeu Magalhães Sa,,,0000-00-00,False,
287001,Lamego,,Joaquim de Albergaria Monteiro,Vasconcelos,add,Joaquim de Albergaria Monteiro Vasconcelos,,,0000-00-00,False,
285866,Alcácer do Sal,,Joaquim Alberto Magno de Assis e Melo,Joaquim Alberto Magno de Assis e Andrade,rep,Joaquim Alberto Magno de Assis e Andrade,,,0000-00-00,False,
272072,Alcácer do Sal,,Joaquim Alberto Magno de Assis,Andrade,add,Joaquim Alberto Magno de Assis Andrade,,,0000-00-00,False,
282225,,,Joaquim de Almeida Mendonça Furtado,Mendonça,cut,Joaquim de Almeida Mendonça,,,0000-00-00,False,
278767,Peixininho,,Joaquim Alves Cardoso Borges Carneiro,Borges,cut,Joaquim Alves Cardoso Borges,Cursos jurídicos (Cânones ou Leis),José Maria Cardoso Coutinho,0000-00-00,False,
278767,Viseu,,Joaquim Alves Cardoso Borges Carneiro,Borges,cut,Joaquim Alves Cardoso Borges,Cursos jurídicos (Cânones ou Leis),José Maria Cardoso Coutinho,0000-00-00,False,
156102,Praça de Almeida,,Joaquim Alves Monteiro de Carvalho,Monteiro,cut,Joaquim Alves Monteiro,Leis,Simão Alves Monteiro,0000-00-00,False,
145100,Maiorca,,Joaquim do Amaral,Joaquim Miguel Saraiva,rep,Joaquim Miguel Saraiva,Teologia,,1745-01-31,False,
285597,Vila de Frades,,Joaquim António Alho Matoso,Alho,cut,Joaquim António Alho,,,0000-00-00,False,
272409,Lisboa,,Joaquim António de Azevedo,Soares,add,Joaquim António de Azevedo Soares,Leis,Manuel de Azevedo Soares,0000-00-00,False,
217019,Lisboa,,Joaquim António de Carvalho Santa Marta,Carvalho,cut,Joaquim António de Carvalho,,,0000-00-00,False,
285867,Lixa,,Joaquim António da Costa Mesquita e Melo,Mesquita,cut,Joaquim António da Costa Mesquita,,,0000-00-00,False,
162935,Vera,,Joaquim Dinis,Joaquim António Dinis,rep,Joaquim António Dinis,,,0000-00-00,False,
271878,Porto,,Joaquim de Araújo,Noronha,add,Joaquim de Araújo Noronha,Cânones,João de Araújo,1770-06-27,False,
272809,Coimbra,,Joaquim Augusto das Neves Barateira,Joaquim dos Santos Barateira,rep,Joaquim dos Santos Barateira,Direito,António das Neves Barateira,1850-06-26,False,
311131,Penela,,Joaquim Augusto Peres de Sousa,Joaquim Augusto de Sousa Peres,rep,Joaquim Augusto de Sousa Peres,,,0000-00-00,False,
309042,Montemor-o-Velho,,Joaquim Avelim Tavares,Joaquim Avelim Tavares Ferraz Vema,rep,Joaquim Avelim Tavares Ferraz Vema,,,0000-00-00,False,
294010,Pontevel,,Joaquim José de Azevedo Coutinho,Joaquim de Azevedo Coutinho,rep,Joaquim de Azevedo Coutinho,Leis,António de Azevedo Coutinho,0000-00-00,False,
268864,Castelo Branco,,Joaquim Benedito de Barbosa Abreu,Barbosa,cut,Joaquim Benedito de Barbosa,,,0000-00-00,False,
297089,,,Joaquim Bernardino de Sena,Ribeiro,add,Joaquim Bernardino de Sena Ribeiro,,,0000-00-00,False,
274230,Coimbra,,Joaquim Caetano,Almeida,add,Joaquim Caetano Almeida,Teologia,António de Lemos e Almeida,1776-05-17,False,
283243,Coimbra,,Joaquim Caetano de Lemos,Joaquim Caetano,cut,Joaquim Caetano,,António de Lemos e Almeida,0000-00-00,False,
270080,Coimbra,,Joaquim Caetano de Lemos e Almeida,Joaquim Caetano,cut,Joaquim Caetano,Teologia,António Lemos e Almeida,0000-00-00,False,
192802,Lisboa,,Joaquim Carneiro de Alcaçova Sousa e Chichorro,Alcaçova,cut,Joaquim Carneiro de Alcaçova,,,0000-00-00,False,
142339,Lisboa,,Joaquim Carneiro de Alcáçova,Sousa e Chichorro,add,Joaquim Carneiro de Alcáçova Sousa e Chichorro,Cânones,,1737-10-01,False,
136093,Anadia,,Joaquim Carneiro de Figueiredo,,novid,Joaquim Carneiro de Figueiredo,Matemática,,0000-00-00,False,
139342,Moledo,,Joaquim Chaves Ribeiro Carneiro,Chaves,cut,Joaquim Chaves,,,0000-00-00,False,
277601,Viseu,,Joaquim Lopes Correia da Gama,Joaquim Correia da Gama e Paiva,rep,Joaquim Correia da Gama e Paiva,,,0000-00-00,False,
277601,Várzea,,Joaquim Lopes Correia da Gama,Joaquim Correia da Gama e Paiva,rep,Joaquim Correia da Gama e Paiva,,,0000-00-00,False,
148559,Almalaguês,,Joaquim Correia de Assunção,Correia,cut,Joaquim Correia,,João Correia,0000-00-00,False,
283474,,,Joaquim da Costa Lima,Breiner,add,Joaquim da Costa Lima Breiner,,,0000-00-00,False,
253055,Lisboa,,Joaquim da Cruz Monteiro,da Cruz,cut,Joaquim da Cruz,,,0000-00-00,False,
277597,Guarda,,Joaquim da Cunha Freire Robalo Pignateli e Gama,Pignateli,cut,Joaquim da Cunha Freire Robalo Pignateli,,,0000-00-00,False,
163839,Peniche,,Joaquim Eustáquio de Azevedo Franco,,novid,Joaquim Eustáquio de Azevedo Franco,Artes,,0000-00-00,False,
285870,,,Joaquim de Figueiredo da Rocha e Melo,Rocha,cut,Joaquim de Figueiredo da Rocha,,,0000-00-00,False,
279866,Baía,,Joaquim Francisco Gonçalves Ponce de Leão,Araújo,add,Joaquim Francisco Gonçalves Ponce de Leão Araújo,Cânones,Domingos Francisco Gonçalves,0000-00-00,False,
279866,Brasil,,Joaquim Francisco Gonçalves Ponce de Leão,Araújo,add,Joaquim Francisco Gonçalves Ponce de Leão Araújo,Cânones,Domingos Francisco Gonçalves,0000-00-00,False,
179549,Baía,,Joaquim Francisco Gonçalves,,novid,Joaquim Francisco Gonçalves,Cursos jurídicos (Cânones ou Leis),Domingos Francisco Gonçalves,0000-00-00,False,
179549,Brasil,,Joaquim Francisco Gonçalves,,novid,Joaquim Francisco Gonçalves,Cursos jurídicos (Cânones ou Leis),Domingos Francisco Gonçalves,0000-00-00,False,
165003,Ansião,,Joaquim Freire,Melo,add,Joaquim Freire Melo,Cânones,,1665-10-19,False,
178780,Ilha da Madeira,,Joaquim Gomes,Joaquim Gomes Jardim,rep,Joaquim Gomes Jardim,,,0000-00-00,False,
293405,Porto,,Joaquim Guedes de Carvalho Menezes da Costa,Menezes,cut,Joaquim Guedes de Carvalho Menezes,,,0000-00-00,False,
293405,Quinta da Costa,,Joaquim Guedes de Carvalho Menezes da Costa,Menezes,cut,Joaquim Guedes de Carvalho Menezes,,,0000-00-00,False,
188824,Alcobaça,,Joaquim Henriques,Neto,add,Joaquim Henriques Neto,,,0000-00-00,False,
310417,Fogueira,,Joaquim Homem de Carvalho da Silveira,Sousa,add,Joaquim Homem de Carvalho da Silveira Sousa,,,0000-00-00,False,
286675,São Miguel de Acha,,Joaquim José Afonso Milheiro,Joaquim José Afonso,cut,Joaquim José Afonso,,,0000-00-00,False,
287004,Lisboa,,Joaquim José Anastácio Monteiro,Joaquim José Anastácio Monteiro de Carvalho e Oliveira,rep,Joaquim José Anastácio Monteiro de Carvalho e Oliveira,,,0000-00-00,False,
283725,,,Joaquim José de Carvalho Fragoso Lobo,Fragoso,cut,Joaquim José de Carvalho Fragoso,,,0000-00-00,False,
283566,,,Joaquim José Cavalcanti de Albuquerque Lins,Albuquerque,cut,Joaquim José Cavalcanti de Albuquerque,,,0000-00-00,False,
202226,Chão de Couce,,Joaquim José da Costa,Joaquim José Vieira da Costa,rep,Joaquim José Vieira da Costa,Cânones,,1755-10-01,False,
202227,Soure,,Joaquim José da Costa,Joaquim José Vieira da Costa,rep,Joaquim José Vieira da Costa,Cânones,,1756-10-01,False,
294016,Brasil,,Joaquim José Mascarenhas Coutinho,Joaquim José Coutinho Mascarenhas,rep,Joaquim José Coutinho Mascarenhas,Cânones,José Luís Coutinho,0000-00-00,False,
294016,Rio de Janeiro,,Joaquim José Mascarenhas Coutinho,Joaquim José Coutinho Mascarenhas,rep,Joaquim José Coutinho Mascarenhas,Cânones,José Luís Coutinho,0000-00-00,False,
243977,,,Joaquim José Estolano de Faria,Joaquim José Estolano,cut,Joaquim José Estolano,,,0000-00-00,False,
316834,Lobrigos,,Joaquim José Ferreira Pinto da Fonseca Teles,Pinto,cut,Joaquim José Ferreira Pinto,Cânones,José Ferreira Pinto,0000-00-00,False,
249127,Coimbra,,Joaquim José de Miranda,Coutinho,add,Joaquim José de Miranda Coutinho,,,0000-00-00,False,
177995,Poço de Soudos,,Joaquim dos Reis Godinho,Joaquim José dos Reis,rep,Joaquim José dos Reis,,,0000-00-00,False,
317310,Lisboa,,Joaquim José Ribeiro,Silva,add,Joaquim José Ribeiro Silva,Leis,João Ribeiro da Silva,0000-00-00,False,
211763,Évora,,Joaquim José Rodrigues,de Brito,add,Joaquim José Rodrigues de Brito,Cursos jurídicos (Cânones ou Leis),Domingos Rodrigues,0000-00-00,False,
204475,Coimbra,,Joaquim José de Sousa Leitão,Sousa,cut,Joaquim José de Sousa,,,0000-00-00,False,
311158,Guarda,,Joaquim José de Sousa,Sampaio,add,Joaquim José de Sousa Sampaio,Leis,Miguel António Sampaio,1771-06-18,False,
280383,Beja,,Joaquim José Urbano da Fonseca,Urbano,cut,Joaquim José Urbano,,José Urbano da Fonseca,0000-00-00,False,
290875,Braga,,Joaquim José da Veiga Castro,Veiga,cut,Joaquim José da Veiga,Leis,Cristóvão da Rocha,0000-00-00,False,
246417,Vagos,,Joaquim José Ferreira,Joaquim José,cut,Joaquim José,Cânones,,1759-01-15,False,
272415,Basto,,Joaquim Leite da Gama de Araújo Azevedo,Araújo,cut,Joaquim Leite da Gama de Araújo,,Manuel Leite Rebelo de Azevedo,0000-00-00,False,
243983,Vale da Sertã,,Joaquim Luís Leitão Ramos e Faria,Joaquim Leitão Ramos,rep,Joaquim Leitão Ramos,,,0000-00-00,False,
233907,Torres Vedras,,Joaquim Lobo,de Campos,add,Joaquim Lobo de Campos,,,0000-00-00,False,
274652,Ponte de Lima,,Joaquim Lopes de Calheiros,Menezes,add,Joaquim Lopes de Calheiros Menezes,,,0000-00-00,False,
192029,Lisboa,,Joaquim Manuel Janson,Van Prat,add,Joaquim Manuel Janson Van Prat,,,0000-00-00,False,
279430,Algarve,,Joaquim Manuel da Silva Judice,Silva,cut,Joaquim Manuel da Silva,,,0000-00-00,False,
279508,Vila Real,,Joaquim Maria Botelho de Lacerda,Botelho,cut,Joaquim Maria Botelho,,,0000-00-00,False,
290153,Brasil,,Joaquim Maria Mascarenhas Castelo Branco,Mascarenhas,cut,Joaquim Maria Mascarenhas,,,0000-00-00,False,
290153,Rio de Janeiro,,Joaquim Maria Mascarenhas Castelo Branco,Mascarenhas,cut,Joaquim Maria Mascarenhas,,,0000-00-00,False,
279654,Portalegre,,Joaquim Maria de Morais Lameira,Morais,cut,Joaquim Maria de Morais,Leis,João Manuel de Morais,0000-00-00,False,
219768,Óbidos,,Joaquim Maria Pacheco de Vilhena,Pacheco,cut,Joaquim Maria Pacheco,Cursos jurídicos (Cânones ou Leis),,1782-10-30,False,
291921,,,Joaquim Marques Cordeiro,Malhadas,add,Joaquim Marques Cordeiro Malhadas,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
289028,Moreira,,Joaquim de Matos Peixoto Soutomaior Noronha,Joaquim de Matos Peixoto Noronha Soutomaior,rep,Joaquim de Matos Peixoto Noronha Soutomaior,,,0000-00-00,False,
289028,Porto,,Joaquim de Matos Peixoto Soutomaior Noronha,Joaquim de Matos Peixoto Noronha Soutomaior,rep,Joaquim de Matos Peixoto Noronha Soutomaior,,,0000-00-00,False,
249866,Pombeiro,,Joaquim de Mendonça Furtado Portugal,Furtado,cut,Joaquim de Mendonça Furtado,Cânones,,1715-04-13,False,
198234,Porto,,Joaquim Miguel Peixoto Leal,Joaquim Miguel Leal Peixoto,rep,Joaquim Miguel Leal Peixoto,,,0000-00-00,False,
221004,Maiorca,,Joaquim Miguel Saraiva,Joaquim Miguel Saraiva do Amaral,rep,Joaquim Miguel Saraiva do Amaral,,,0000-00-00,False,
280384,,,Joaquim da Mota Arnaut e Fonseca,Arnaut,cut,Joaquim da Mota Arnaut,,,0000-00-00,False,
290879,,,Joaquim da Paixão Freitas Melo e Castro,Melo,cut,Joaquim da Paixão Freitas Melo,,,0000-00-00,False,
135293,Brasil,,Joaquim Pereira Cardoso,Joaquim Pereira Cardoso dos Santos,rep,Joaquim Pereira Cardoso dos Santos,,,0000-00-00,False,
135293,Santos,,Joaquim Pereira Cardoso,Joaquim Pereira Cardoso dos Santos,rep,Joaquim Pereira Cardoso dos Santos,,,0000-00-00,False,
271015,Beja,,Joaquim Pinto de Anaia,Joaquim Pinto de Naia,rep,Joaquim Pinto de Naia,Cânones,Félix Bento de Naia,1765-06-01,False,
271015,Beja,,Joaquim Pinto de Anaia,Joaquim Pinto de Naia,rep,Joaquim Pinto de Naia,Leis,Félix Bento de Naia,1765-06-01,False,
188821,Lisboa,,Joaquim Ribeiro Henriques,Ribeiro,cut,Joaquim Ribeiro,,,0000-00-00,False,
205068,Tentúgal,,Joaquim Rodrigues Couceiro,José Rodrigues da Assunção,rep+,José Rodrigues da Assunção,,,0000-00-00,False,
317249,,,Joaquim de Santa Ana Travassos,Santa Ana,cut,Joaquim de Santa Ana,Teologia,,0000-00-00,False,
292926,Pernambuco,,"Joaquim Teixeira Peixoto, Vide Albuquerque",,novid,"Joaquim Teixeira Peixoto, Vide Albuquerque",,,0000-00-00,False,
311199,Baia,,Joaquim Teodoro de Sousa,Soares,add,Joaquim Teodoro de Sousa Soares,,,0000-00-00,False,
309296,Brasil,,Joaquim Vieira da Cunha e Silva,Cunha,cut,Joaquim Vieira da Cunha,,José Vieira da Cunha,0000-00-00,False,
309296,Rio Grande do Sul,,Joaquim Vieira da Cunha e Silva,Cunha,cut,Joaquim Vieira da Cunha,,José Vieira da Cunha,0000-00-00,False,
136350,Coimbra,,Joaquim Xavier das Neves Fonseca,Joaquim Xavier das Neves,cut,Joaquim Xavier das Neves,,,0000-00-00,False,
195602,Ourém,,Joaquim Xavier,Silva,add,Joaquim Xavier Silva,Medicina,Francisco Xavier,1750-10-20,False,
309297,,,Joaquim Xavier da Silva,Xavier,cut,Joaquim Xavier,Medicina,,1758-06-22,False,
188967,Guarda,,Jorge Bulhão,,novid,Jorge Bulhão,Leis,,0000-00-00,False,
165970,Castelo Branco,,Jorge Estácio,Frazão,add,Jorge Estácio Frazão,Cânones,,0000-00-00,False,
243966,Tonda,,Jorge Ferraz de Figueiredo,Ferraz,cut,Jorge Ferraz,,,0000-00-00,False,
189688,Lisboa,,Jorge de Figueiredo Castelo Branco,Mascarenhas,add,Jorge de Figueiredo Castelo Branco Mascarenhas,Cânones,,1736-10-01,False,
170871,Lisboa,,Jorge de Figueiredo Castelo Branco Mascarenhas,Castelo,cut,Jorge de Figueiredo Castelo,Cânones,António de Lemos e Figueiredo,1726-10-01,False,
163844,Peniche,,Jorge Franco,Quaresma,add,Jorge Franco Quaresma,,Pedro Franco,0000-00-00,False,
177324,Treixeda do Torvão,,Jorge Garcez,Andrade,add,Jorge Garcez Andrade,,,0000-00-00,False,
146281,Freixedo do Torrão,,Jorge Garcês de Andrade,Garcês,cut,Jorge Garcês,Cânones,,1724-11-13,False,
180679,Monte de Lobos,,Jorge da Guerra,Monteiro,add,Jorge da Guerra Monteiro,,João da Guerra,0000-00-00,False,
156237,Tarouca,,Jorge Lopes de Carvalho,Lopes,cut,Jorge Lopes,,Jerónimo de Carvalho,0000-00-00,False,
184022,Souselo,,Jorge Manuel,Mata,add,Jorge Manuel Mata,Cânones,,1728-10-01,False,
171163,,,Jorge da Mata,Gião,add,Jorge da Mata Gião,Medicina,,0000-00-00,False,
180873,Caldas da Rainha,,Jorge da Mata Guião,Mata,cut,Jorge da Mata,,,0000-00-00,False,
172094,Aldeia Gavinha,,Jorge de Matos,Monteiro,add,Jorge de Matos Monteiro,,,0000-00-00,False,
233819,Lisboa,,Jorge Moreira,,novid,Jorge Moreira,Teologia,Pedro Correia,0000-00-00,False,
214556,Açores,,Jorge Pimentel Velho,Pimentel,cut,Jorge Pimentel,,,0000-00-00,False,
214556,Ilha das Flores,,Jorge Pimentel Velho,Pimentel,cut,Jorge Pimentel,,,0000-00-00,False,
230652,Ilha de São Jorge,,Jorge da Silveira,Soutomaior,add,Jorge da Silveira Soutomaior,,,0000-00-00,False,
204540,Tonda,,Jorge Torres,Figueiredo,add,Jorge Torres Figueiredo,Cânones,António Torres,1646-10-26,False,
145345,Coimbra,,Jorge Vieira Amado,Vieira,cut,Jorge Vieira,,Lourenço Vieira,0000-00-00,False,
227672,São Gião,,José Abranches da Silva,José da Silva Abranches,rep,José da Silva Abranches,,,0000-00-00,False,
182917,Maceira,,José Abranches de Magalhães,Abranches,cut,José Abranches,Cânones,Francisco Mendes de Abranches,1736-10-01,False,
182917,Maceira,,José Abranches de Magalhães,Abranches,cut,José Abranches,Medicina,Francisco Mendes de Abranches,1736-10-01,False,
272591,Montemor-o-Velho,,José de Abreu Bacelar,Azevedo,add,José de Abreu Bacelar Azevedo,Cânones,Francisco José de Abreu Bacelar,0000-00-00,False,
316186,Atual Bem-Viver,,José de Abreu Carneiro e Vasconcelos,Carneiro,cut,José de Abreu Carneiro,,,0000-00-00,False,
316186,Bemviver,,José de Abreu Carneiro e Vasconcelos,Carneiro,cut,José de Abreu Carneiro,,,0000-00-00,False,
316186,Marco de Canaveses,,José de Abreu Carneiro e Vasconcelos,Carneiro,cut,José de Abreu Carneiro,,,0000-00-00,False,
206011,Santo Adrião da Graça,,José de Abreu Cunha Osório Coutinho,de Abreu,cut,José de Abreu,,,0000-00-00,False,
165670,Viana do Castelo,,João Afonso Espergueira,José Afonso de Espergueira,rep,José Afonso de Espergueira,Direito,,1850-10-18,False,
141486,Alcobaça,,José de Agorreta,de Araújo,add,José de Agorreta de Araújo,Cânones,Francisco de Agorreta,1633-10-19,False,
238873,Viana do Alentejo,,José Agostinho de Sousa,José Agostinho de Sousa Galvão,rep,José Agostinho de Sousa Galvão,,,0000-00-00,False,
238867,Porto,,José Agostinho de Sousa,José Agostinho,cut,José Agostinho,,,0000-00-00,False,
249141,Condeixa-a-Nova,,José Aires Duarte de Miranda,Aires Duarte de Miranda,cut,José Aires Duarte de Miranda,,,0000-00-00,False,
288693,Tondela,,José Albino Nunes da Silva Carvalho,Silva,cut,José Albino Nunes da Silva,,Albino Coelho,0000-00-00,False,
268681,Cabanas,,José Alexandre de Abrantes,Correia,add,José Alexandre de Abrantes Correia,,,0000-00-00,False,
268873,Landal,,José Alexandre de Abreu,Coutinho,add,José Alexandre de Abreu Coutinho,,,0000-00-00,False,
282484,Évora,,José Alexandre de Almeida Veloso Gouveia,José de Almeida Veloso e Gouveia,rep,José de Almeida Veloso e Gouveia,Leis,Teotónio de Almeida Veloso,1801-07-13,False,
310313,,,José de Almeida Homem do Vale,José de Almeida Homem,cut,José de Almeida Homem,,,0000-00-00,False,
283302,Porto,,José de Almeida Sousa e Sá de Lencastre,Sá,cut,José de Almeida Sousa e Sá,,Gonçalo de Sousa e Sá,0000-00-00,False,
189701,Coimbra,,José de Almeida Castelo Branco,Almeida,cut,José de Almeida,Teologia,,1668-11-10,False,
143467,Lisboa,,José de Almeida,Freire,add,José de Almeida Freire,,,0000-00-00,False,
181987,Lisboa,,José de Almeida Machado,Almeida,cut,José de Almeida,Leis,,0000-00-00,False,
143450,Fonte Maninho,,José de Almeida,José de Almeida Ribeiro,rep,José de Almeida Ribeiro,,,0000-00-00,False,
203263,Gouveia,,José de Almeida Tinoco,José de Almeida,cut,José de Almeida,,,0000-00-00,False,
286227,Guarda,,José Alves Cândido de Mendonça,José Alvares dos Santos Cândido de Mendonça,rep,José Alvares dos Santos Cândido de Mendonça,,,0000-00-00,False,
286227,Vila do Casal,,José Alves Cândido de Mendonça,José Alvares dos Santos Cândido de Mendonça,rep,José Alvares dos Santos Cândido de Mendonça,,,0000-00-00,False,
187396,Baía,,José Alves Branco,Barreto,add,José Alves Branco Barreto,,,0000-00-00,False,
273371,Baia,,José Alves Branco Moniz Barreto,José Alves Branco,cut,José Alves Branco,Cânones,Domingos Alves Branco,1770-06-18,False,
273371,Brasil,,José Alves Branco Moniz Barreto,José Alves Branco,cut,José Alves Branco,Cânones,Domingos Alves Branco,1770-06-18,False,
151448,Baía,,José Alves Branco de Morais Barreto,Branco,cut,José Alves Branco,Cânones,,1764-10-01,False,
291599,Arcos,,José Alves de Mariz Coelho,Mariz,cut,José Alves de Mariz,,,0000-00-00,False,
291599,Aveiro,,José Alves de Mariz Coelho,Mariz,cut,José Alves de Mariz,,,0000-00-00,False,
213993,Porto,,José Anes Vela,Pinto Ribeiro,add,José Anes Vela Pinto Ribeiro,Leis,,1767-10-01,False,
164582,Porto,,José Annes Vela Pinto Ribeiro,Vela,cut,José Annes Vela,,,0000-00-00,False,
270872,Espinhal,,José Antunes Nogueira da Silva e Amaral,Silva,cut,José Antunes Nogueira da Silva,Cânones,Francisco da Silva,0000-00-00,False,
227772,Évora,,José Antunes da Silva,Antunes,cut,José Antunes,,,0000-00-00,False,
272606,Guimarães,,José António Baia,José António Vaia de Melo Brandão,rep,José António Vaia de Melo Brandão,,,0000-00-00,False,
282362,,,José António Barbosa Gonçalves,José António Gonçalves Barbosa,rep,José António Gonçalves Barbosa,,,0000-00-00,False,
150780,Lisboa,,José António Barbosa,José António Barbosa do Lago,rep,José António Barbosa do Lago,,,0000-00-00,False,
182920,Viana,,José António de Brito de Magalhães,de Brito,cut,José António de Brito,,,0000-00-00,False,
271261,,,José António Campos e Andrade,Campos,cut,José António Campos,,,0000-00-00,False,
139396,Vila Flor,,José António Carneiro,José António do Sil Carneiro,rep,José António do Sil Carneiro,Cânones,,1734-10-01,False,
288701,,,José António de Carvalho,,novid,José António de Carvalho,Cânones,,0000-00-00,False,
195767,Castelo Viegas,,José António Rodrigues da Conceição,José António da Conceição,rep,José António da Conceição,Cânones,,1753-12-10,False,
187765,Cantanhede,,José António da Costa Brandão,José António da Costa Brandão Ferreira de Maia,rep,José António da Costa Brandão Ferreira de Maia,,,0000-00-00,False,
278491,Moura,,José António da Costa Ferreira,Costa,cut,José António da Costa,Medicina,Fernando Nunes da Costa,1768-06-16,False,
149416,Miranda do Douro,,José António Cubeiro de Azevedo,Cubeiro,cut,José António Cubeiro,Cânones,António Cubeiro,0000-00-00,False,
227786,Lisboa,,José António Duarte da Silva,José Atanásio Duarte,rep,José Atanásio Duarte,Leis,Francisco Duarte dos Santos,1756-10-27,False,
284364,,,José António de Faria Carvalho Machado,Pita,add,José António de Faria Carvalho Machado Pita,,,0000-00-00,False,
288706,,,José António de Faria Carvalho,Pita,add,José António de Faria Carvalho Pita,Leis,,0000-00-00,False,
276277,Paúl,,José António Leal Delgado,José António Ferreira Leal,rep,José António Ferreira Leal,Teologia,Manuel Dias Delgado,0000-00-00,False,
